source,target,weight
5992568,3386708,1
5966722,1793009,1
470495,3386708,1
470495,3526598,1
2363131,3386708,1
2570539,3386708,1
2855935,3386708,1
3735813,3386708,1
5076567,4756171,1
7140621,2974806,1
5871877,1793009,1
2006290,6988852,1
2395811,4340126,1
6630326,2974806,1
6010392,3386708,1
4171432,6702758,1
4171432,3526598,1
7390908,4340126,1
5001062,1496097,1
5001062,6560357,1
5001062,2803641,1
2087651,1793009,1
328433,4340126,1
698240,834477,1
2184478,3386708,1
1121850,4340126,1
6508285,3386708,1
6287534,3386708,1
2653633,4334700,1
741003,1793009,1
5278838,3386708,1
4762405,479749,1
6919316,7022759,1
1522458,4340126,1
1005330,332533,1
1005330,7197630,1
6952655,3126712,1
1871809,4340126,1
6501533,3386708,1
5544553,3386708,1
5009549,332533,1
5009549,4340126,1
5009549,3386708,1
5009549,4341912,1
174078,6910733,1
3642976,5168196,1
4549448,332533,1
5525232,6401954,1
5525232,1010278,1
5525232,5464266,1
282696,3386708,1
4109995,3386708,1
996807,4340126,1
996807,1793009,1
5714918,1817102,1
6887065,7067702,1
608560,4340126,1
2662095,1793009,1
1420089,1793009,1
6218398,4400314,1
1906628,3386708,1
410124,310385,1
4808829,2974806,1
6920525,4340126,1
2342671,4340126,1
4743356,4756171,1
5132991,3386708,1
1442984,4340126,1
6582546,4340126,1
5637367,4400314,1
421692,4400314,1
893903,1793009,1
5627719,1027257,1
5627719,3554947,1
5031746,3386708,1
3177999,5531493,1
544918,3526598,1
4380510,834477,1
1003157,2648166,1
270028,2803641,1
6391535,7050936,1
2406943,6413226,1
7291446,1183851,1
3596994,1018199,1
1476873,3386708,1
6591889,5816636,1
3907300,1637177,1
3734319,4340126,1
3734319,3386708,1
4521974,4340126,1
1845717,7218647,1
5333686,2105194,1
7067578,6910733,1
3184047,234729,1
4062084,3386708,1
4039848,4340126,1
1180016,3261107,1
5026410,4400314,1
6484718,4409846,1
6484718,6213961,1
30303,3386708,1
1987441,7257532,1
1987441,6448658,1
2074940,672806,1
2074940,6988852,1
2074940,4340126,1
2074940,1793009,1
2074940,3526598,1
3139829,1793009,1
2542212,4340126,1
325824,4400314,1
3087116,4340126,1
4435266,1793009,1
1455766,3386708,1
740997,2085114,1
3207751,4340126,1
4463031,7169287,1
4463031,1817102,1
17744,6960339,1
4843677,3386708,1
3773221,2775641,1
1672619,1793009,1
5598516,3386708,1
5538377,4340126,1
5538377,3386708,1
6143577,6988852,1
6143577,4340126,1
4201026,4340126,1
4104681,6483332,1
6558100,6451307,1
6095825,3233983,1
2603373,2085114,1
7312450,5022135,1
2118478,6221043,1
7248179,2890309,1
2075153,2974806,1
4097608,1040393,1
4555982,7197630,1
3688627,3386708,1
4130841,2473324,1
1004353,3386708,1
4815707,4340126,1
2696188,1422275,1
482175,1637177,1
570533,1793009,1
1900626,5883673,1
1900626,1161689,1
1211463,3004781,1
2056860,188989,1
2975106,1018199,1
4281123,1793009,1
2521199,6988852,1
2521199,3526598,1
4617456,7050936,1
1001048,3386708,1
3163582,3216864,1
3163582,4340126,1
3300920,7106479,1
5615389,4340126,1
5615389,1793009,1
4336541,2260885,1
5945536,6306324,1
5142453,4340126,1
5142453,3386708,1
7172953,2345666,1
691182,2345666,1
3745299,7197630,1
3779547,424944,1
3779547,213450,1
3779547,6026025,1
3779547,2085114,3
3779547,2293918,1
3779547,3810918,1
3779547,6368016,1
3779547,673310,1
3779547,620019,1
3779547,6357256,1
341903,7100223,1
5035859,3386708,1
6064783,1050757,1
6064783,2803641,1
2264766,4290353,1
6695877,3810918,1
6695877,6307473,2
5922685,1952067,1
4054659,6357256,1
5447803,6397652,1
4896088,1793009,1
1981896,7197630,1
377766,4699081,1
6002463,3915518,1
4390387,6365264,1
991784,3386708,1
5955486,2750545,1
5955486,4340126,1
4479193,4340126,1
4826607,7197630,1
2036529,6344665,2
6269582,4322300,1
2708301,2803641,1
4953603,6221043,1
2026582,332533,1
7084125,6397652,1
6606158,3919717,1
6062984,947575,1
1733133,1044572,1
7353384,2745183,1
4282616,3386708,1
3334281,5046774,1
3334281,3382913,1
3897545,911100,1
2579851,3059278,1
1629265,3261107,1
3263560,1645698,1
6196208,2332249,1
7132312,4340126,1
5671526,1793009,1
1919611,5168196,1
488491,7197630,1
7355145,4696624,1
676295,4400314,1
6310670,2183475,1
4068777,7197630,1
2514240,4408325,1
82516,4340126,1
5744273,7197630,1
5147370,688522,1
5263926,3045802,1
4474605,3386708,1
258718,2928022,1
2599078,3386708,1
1986999,3386708,1
5975979,6357256,1
2020554,1301433,1
4482187,7307558,1
4482187,460087,1
4482187,4835239,1
695625,3386708,1
5309194,5777298,1
327351,612250,1
316793,5528477,1
376080,4340126,1
3894511,3526598,1
1514357,4340126,1
3441988,1722855,1
4611764,2803641,1
7393371,2686311,1
7393371,1363598,1
7393371,911100,1
7393371,1889611,1
7393371,6756196,1
7393371,6786787,1
7393371,6076534,1
7393371,2717147,1
7393371,5603219,1
7393371,4702109,1
7393371,478996,1
7393371,1169973,1
7393371,6519206,1
7393371,3383338,1
7393371,5633468,1
7393371,7188375,1
7393371,1981792,3
7393371,6197726,1
7393371,4703575,1
7393371,4408325,2
1636134,4340126,1
638828,2803641,1
7103173,2745183,1
5875098,2803641,1
2930033,1171292,1
2930033,2838462,1
2930033,2803641,1
3540601,6660578,1
5938726,3386708,1
5800585,6309179,1
5800585,1644168,1
1443158,5201927,1
1184623,3411997,1
6465784,4910822,1
323296,3041996,1
323296,4414510,1
6545004,1050757,1
6545004,2803641,1
3946902,4052149,1
1964389,1689151,1
2062386,2803641,1
1385471,6207921,1
437696,4295740,1
7074752,4052149,1
6603051,1240771,1
1042999,6029600,1
1042999,7197630,1
7400513,3386708,1
5895816,1793009,1
7233630,4340126,1
4613857,7197630,1
1357048,7197630,1
6804898,5413842,1
6804898,3526598,1
529811,2058031,1
529811,1730108,1
383423,7050936,1
3948287,3386708,1
3948287,1793009,1
2925627,233732,2
2221373,6111773,1
5804409,3386708,1
6120811,6120811,2
6468568,7001891,1
2235750,605921,1
2630887,4340126,1
7155425,5761483,1
1683323,4340126,1
7067943,4023978,1
1504365,2227116,1
1504365,4488546,1
6515267,2425331,1
5582615,6988852,1
2373098,6306324,1
1939825,3386708,1
3451595,5980003,1
4579847,4340126,1
1398104,1793009,1
2096055,6490280,1
5045271,171200,1
6078,4340126,1
1977146,7197630,1
258224,3386708,1
1911189,7197630,1
6888707,1793009,1
5242975,6820853,1
4379169,7197630,1
5092176,4340126,1
5744082,3233983,1
5744082,3386708,1
5744082,834477,1
815131,3917563,1
7350277,7242264,1
5627809,5479468,1
2857989,1883645,1
7146952,2069777,1
7146952,883064,1
7146952,4609515,1
4159244,7197630,1
4764318,7197630,1
3153932,4912982,1
3966148,6534329,6
3966148,5130745,1
2432996,3386708,1
5170579,1793009,1
345319,322815,1
2924159,2803641,1
5453182,4481592,1
2011965,5822753,1
1126837,4340126,1
1665971,4340126,1
5851502,4340126,1
1701506,4400759,1
