source,target,weight
6803570,798154,1
6803570,624062,1
6803570,4486999,1
6803570,2674971,1
6803570,6748830,1
4415225,6798680,1
1669183,5654318,1
7412580,834477,1
4148441,5607974,1
6972959,3248225,1
4986288,1039656,1
6161300,2510797,1
5690308,6448658,1
66688,136770,1
6110553,1521658,1
5279437,1103232,1
5656146,3198127,1
5656146,1356950,1
148376,6468513,1
5185999,6448658,1
2355228,2329291,1
1099785,1644767,1
6124105,1521658,1
1412441,3389981,1
4295174,6093048,1
4295174,6767084,1
4295174,6778094,1
4295174,328283,1
4295174,6368598,1
4295174,7170514,1
4295174,4934653,1
4295174,2731537,2
4295174,2079582,1
4295174,2179645,1
4295174,1400354,1
4295174,2085114,1
4295174,3895833,1
4295174,4195674,1
4295174,6580666,1
4295174,95216,7
4295174,2480430,1
4295174,4907296,1
4295174,2380669,1
4295174,2674971,1
4295174,2540610,1
4295174,1630795,1
1776411,1521658,1
410385,4626274,1
4061811,2504873,1
7394029,5802953,1
3757197,5059003,4
3757197,1611369,2
3757197,2382067,1
3757197,498850,3
3757197,6237169,1
3757197,7001891,1
3757197,4907296,2
3757197,1433931,1
388300,2380669,1
2147861,1521658,1
3582750,1521658,1
2440541,2312438,1
2097800,6302962,1
2651596,1804774,1
2651596,6640764,1
2651596,1457542,1
2651596,4143473,1
5466519,6468513,1
6830576,3913161,1
6830576,5396905,1
6830576,5329064,1
6830576,3956953,1
6830576,7095958,4
6830576,5643535,1
6830576,3013486,1
6830576,1630795,1
4160361,1521658,1
5735759,1126169,1
2738123,3604832,1
4823619,1601867,1
1314974,5607974,1
4248367,2721041,2
4248367,6693176,2
1317903,1994891,1
7184591,4910822,1
5029092,5265556,1
3200687,4228382,1
287289,6468513,1
287289,5581835,1
4899255,2380669,1
3290570,5417663,1
3290570,5336231,1
6080657,7001891,1
6618617,6469488,1
1176413,777628,1
3709041,7001891,1
3709041,3602312,1
3777289,269952,1
1609548,1521658,1
3231240,690877,1
3231240,828030,1
1699734,7307558,1
5381813,6094028,1
5381813,1919945,1
5381813,4750380,1
7353782,4645949,1
7353782,4315135,1
5882191,1556739,1
5882191,1354271,1
5493517,3707215,1
3033897,3099616,1
382480,886289,1
3161108,2329291,1
1461841,6468513,1
4228415,777628,1
586747,2332112,1
1595133,1598098,1
1715624,1521658,1
5982409,1115136,1
5003198,1521658,1
892536,4907296,1
7302875,4907296,1
4823250,6468513,1
