source,target,weight
5305792,2104066,1
1738286,6021343,1
6051440,598245,1
5064533,2767133,1
1741212,3055839,1
4332597,2304423,1
4332597,5002440,1
4468738,3055839,1
3669031,4513466,1
6199838,4566779,1
1715831,3055839,1
1715831,4256374,1
6941990,3155210,1
4218226,598245,1
5482668,3055839,1
4211223,598245,1
2361847,5813700,1
3186326,1637177,1
2736372,598245,1
4980424,3055839,1
35313,598245,1
6297579,7253542,1
1147699,4162543,1
1566301,2032268,1
4732424,875998,1
2241818,6720666,1
4967029,3055839,1
470495,3233983,1
5537926,3055839,1
7055021,3989009,1
3317759,3055839,1
3317759,2953324,1
1552686,7125511,1
4897506,3055839,1
2439231,2668051,1
5871877,3055839,1
3440972,4256374,1
3440972,990297,1
3440972,3989009,1
4293027,5655242,1
4293027,598245,1
2479212,3055839,1
4171432,2819824,1
2312721,3172053,1
952528,3476356,1
952528,243821,1
952528,6185762,1
1091444,4256374,1
698240,1833692,1
3191633,5219234,1
2098436,6314467,1
3940918,1372520,1
5898802,1567295,1
4762405,598245,1
6474397,5168196,1
6919316,6161522,1
2770377,2165708,1
1556508,1495929,1
1295940,3055839,1
5812521,598245,1
4695916,3989009,1
4310367,772402,1
4757505,3055839,1
740756,3137558,1
1325139,3055839,1
6664906,3055839,1
2488014,4162543,1
3845474,3055839,1
700928,4162543,1
3648317,2085114,1
4342921,4836871,1
643961,3055839,1
1380412,3155210,1
5453083,7044713,1
3753251,2403195,1
3391389,3055839,1
5219174,3055839,1
2753065,4324092,1
893903,3055839,1
893903,3989009,1
5627719,4004222,1
5627719,6319222,1
5627719,2851587,1
5627719,5745763,1
5627719,2120410,1
4380510,3155210,2
4380510,6026025,1
270028,1808460,1
1920588,2874918,1
5388638,3155210,1
6572525,4681910,1
6624289,5625821,1
6624289,3055839,1
6624289,3989009,1
6624289,1995518,1
6227681,6324442,1
6227681,1611369,1
6227681,823882,6
2485599,1828009,1
2406943,3354344,1
2406943,366992,1
5766988,598245,1
4344995,1927605,1
2266887,3155210,1
5904302,1203809,1
2310007,3657592,1
2838300,3233983,1
2838300,3842138,1
2838300,694105,1
1865846,3055839,1
5312778,3989009,1
1190013,1190013,5
4665331,4256374,1
879332,3137558,2
7063861,3137558,1
3184047,5625821,1
3184047,3155210,1
3184047,3233983,6
3184047,133955,1
6687612,6309179,1
366206,3055839,1
990061,1792250,1
3353288,598245,1
5492478,5282130,1
6484718,5625821,1
6484718,3155210,1
2412956,6381738,1
5876722,3055839,1
3909728,3055839,1
3963007,3055839,1
5666713,5881771,1
2733861,3055839,1
3577550,4562953,1
2423593,4056821,1
6093905,5813700,1
4024942,3055839,1
6670672,4162543,1
1999686,3155210,1
7214888,2135867,1
6879039,4162543,1
4913760,5813700,1
6143577,3055839,1
6143577,3989009,1
1533032,3055839,1
6535641,6879923,1
4175827,3055839,1
4175827,5814779,1
2245619,4762599,1
6558100,5625821,1
1904127,3055839,1
6286197,678673,1
6265193,598245,1
6925193,7078059,1
1503436,3155210,1
1503436,6523235,1
1503436,6641235,1
6338699,3155210,1
3710617,1611369,1
1566558,7164115,1
5453174,4936097,1
2440616,3155210,1
684581,3055839,1
