Parent_Location,City,Topic,Popularity
US,Tifton,global_warming,0.0
US,Aventura,global_warming,0.0
US,San Ramon,global_warming,0.0
US,Campbell,global_warming,0.0
US,Kearny,global_warming,0.0
US,Live Oak,global_warming,0.0
US,Berkeley,global_warming,0.0
US,Gastonia,global_warming,0.0
US,Elgin,global_warming,0.0
US,Somerton,global_warming,0.0
US,Cypress,global_warming,18.0
US,Collierville,global_warming,0.0
US,La Mirada,global_warming,0.0
US,Leander,global_warming,0.0
US,Buckeye,global_warming,0.0
US,Livermore,global_warming,0.0
US,Richmond Hill,global_warming,0.0
US,Kennesaw,global_warming,0.0
US,Lehigh Acres,global_warming,0.0
US,University Heights,global_warming,0.0
US,West Hartford,global_warming,0.0
US,Palm Springs,global_warming,0.0
US,Felton,global_warming,0.0
US,Essex,global_warming,0.0
US,Mandeville,global_warming,0.0
US,San Tan Valley,global_warming,0.0
US,Corona,global_warming,0.0
US,Ashburn,global_warming,0.0
US,Carson,global_warming,0.0
US,Athens,global_warming,0.0
US,Brownsville,global_warming,0.0
US,Jollyville,global_warming,0.0
US,Rialto,global_warming,0.0
US,West Jordan,global_warming,0.0
US,Redan,global_warming,0.0
US,Union City,global_warming,0.0
US,Castro Valley,global_warming,0.0
US,Bloomingdale,global_warming,0.0
US,Suisun City,global_warming,0.0
US,Fairbanks,global_warming,0.0
US,Saratoga,global_warming,0.0
US,San Gabriel,global_warming,0.0
US,Wilson,global_warming,0.0
US,Pecan Grove,global_warming,0.0
US,DeLand,global_warming,0.0
US,Rio Rancho,global_warming,0.0
US,Welby,global_warming,0.0
US,Morro Bay,global_warming,0.0
UK,Effingham,global_warming,0.0
UK,Wyton,global_warming,0.0
UK,Stapleford Abbotts,global_warming,0.0
UK,Mold,global_warming,0.0
UK,Heywood,global_warming,0.0
UK,Stokesley,global_warming,0.0
UK,Claypole,global_warming,0.0
UK,Horspath,global_warming,0.0
UK,Conwy,global_warming,0.0
UK,Ashtead,global_warming,0.0
UK,Carmarthen,global_warming,0.0
UK,Elgin,global_warming,0.0
UK,Port Tennant,global_warming,0.0
UK,Dorchester,global_warming,0.0
UK,Billinghay,global_warming,0.0
UK,Caernarfon,global_warming,0.0
UK,Cheslyn Hay,global_warming,0.0
UK,Kelty,global_warming,0.0
UK,Atherstone,global_warming,0.0
UK,Marshfield,global_warming,0.0
UK,Wenvoe,global_warming,0.0
UK,Eccleston,global_warming,0.0
UK,Cringleford,global_warming,0.0
UK,Mabe Burnthouse,global_warming,0.0
UK,Haverfordwest,global_warming,0.0
UK,Bridge of Allan,global_warming,0.0
UK,Moffat,global_warming,0.0
UK,Peckleton,global_warming,0.0
UK,Witley,global_warming,0.0
UK,Rhuddlan,global_warming,0.0
UK,Fairford,global_warming,0.0
UK,Drumnadrochit,global_warming,0.0
UK,Highworth,global_warming,0.0
UK,Hartford,global_warming,0.0
UK,Totnes,global_warming,0.0
UK,Stoke-sub-Hamdon,global_warming,0.0
UK,Kempsey,global_warming,0.0
UK,Chiddingfold,global_warming,0.0
UK,Highnam,global_warming,0.0
UK,Framlingham,global_warming,0.0
UK,Crockenhill,global_warming,0.0
UK,Earley,global_warming,0.0
UK,Chippenham,global_warming,0.0
UK,Comberton,global_warming,0.0
UK,London,global_warming,100.0
UK,Kings Worthy,global_warming,0.0
UK,North Weald Bassett,global_warming,0.0
UK,Falmouth,global_warming,0.0
UK,Long Lawford,global_warming,0.0
UK,Salford,global_warming,0.0
UK,North Tawton,global_warming,0.0
UK,Carterton,global_warming,0.0
UK,Ash,global_warming,0.0
UK,Auckley,global_warming,0.0
UK,Yapton,global_warming,0.0
UK,Guilsfield,global_warming,0.0
UK,West Wickham,global_warming,0.0
UK,Market Lavington,global_warming,0.0
UK,Holyhead,global_warming,0.0
UK,Bloxham,global_warming,0.0
UK,Pontardawe,global_warming,0.0
UK,Aldbourne,global_warming,0.0
UK,Carshalton,global_warming,0.0
UK,Llandybïe,global_warming,0.0
UK,Tarleton,global_warming,0.0
UK,Hagley,global_warming,0.0
UK,Kirkwall,global_warming,0.0
UK,Bangor,global_warming,0.0
UK,Whalley,global_warming,0.0
UK,Pontyberem,global_warming,0.0
UK,Corfe Castle,global_warming,0.0
UK,Mellor,global_warming,0.0
UK,Friday Bridge,global_warming,0.0
UK,Alcester,global_warming,0.0
UK,Somersham,global_warming,0.0
UK,Cross Hills,global_warming,0.0
UK,Otley,global_warming,0.0
UK,Perth,global_warming,0.0
UK,Northfleet,global_warming,0.0
UK,Ipsden,global_warming,0.0
UK,Tredegar,global_warming,0.0
UK,Ferryside,global_warming,0.0
UK,Fulford,global_warming,0.0
UK,Shirebrook,global_warming,0.0
UK,Penryn,global_warming,0.0
UK,Tregaron,global_warming,0.0
UK,Shurdington,global_warming,0.0
UK,Ingliston,global_warming,0.0
UK,Bodelwyddan,global_warming,0.0
UK,Newtown,global_warming,0.0
UK,Uppingham,global_warming,0.0
UK,Henfield,global_warming,0.0
UK,Great Torrington,global_warming,0.0
UK,Fraserburgh,global_warming,0.0
UK,Tregarth,global_warming,0.0
UK,Easingwold,global_warming,0.0
UK,Sketty,global_warming,0.0
UK,Hughenden Valley,global_warming,0.0
UK,Tonbridge,global_warming,0.0
UK,Honiton,global_warming,0.0
UK,Sittingbourne,global_warming,0.0
UK,Esh Winning,global_warming,59.0
UK,Harpenden,global_warming,59.0
UK,Hornchurch,global_warming,0.0
UK,Sarratt,global_warming,0.0
UK,Galgate,global_warming,0.0
UK,Hadleigh,global_warming,0.0
UK,Theale,global_warming,0.0
UK,Caerphilly,global_warming,0.0
UK,Corsham,global_warming,0.0
UK,South Molton,global_warming,0.0
UK,Bere Regis,global_warming,0.0
UK,Petersfield,global_warming,0.0
UK,Bradwell Common,global_warming,0.0
UK,Newmachar,global_warming,0.0
UK,Sutton Scotney,global_warming,0.0
UK,Stowmarket,global_warming,0.0
UK,Paddock Wood,global_warming,0.0
UK,Innerleithen,global_warming,0.0
UK,Seaton,global_warming,0.0
UK,Pirbright,global_warming,0.0
UK,Weston-on-the-Green,global_warming,0.0
UK,Egremont,global_warming,0.0
UK,Nantwich,global_warming,0.0
UK,Long Ashton,global_warming,0.0
UK,Terrington Saint Clement,global_warming,0.0
UK,Rudgwick,global_warming,0.0
UK,Romsey,global_warming,0.0
UK,Freshwater,global_warming,0.0
UK,Lechlade-on-Thames,global_warming,0.0
UK,Oxford,global_warming,53.0
UK,Rushden,global_warming,0.0
UK,Halfway,global_warming,0.0
UK,Penarth,global_warming,0.0
UK,Pontllanfraith,global_warming,0.0
UK,Radlett,global_warming,0.0
UK,Felixstowe,global_warming,0.0
UK,Leuchars,global_warming,0.0
UK,Knowle,global_warming,0.0
UK,Beverley,global_warming,0.0
UK,Aberystwyth,global_warming,0.0
UK,Bexleyheath,global_warming,0.0
UK,Efail Isaf,global_warming,0.0
UK,Malborough,global_warming,0.0
UK,Rawmarsh,global_warming,0.0
UK,Thornton,global_warming,0.0
UK,Mile End,global_warming,0.0
UK,Portslade,global_warming,0.0
UK,Purley,global_warming,0.0
UK,Truro,global_warming,0.0
UK,Norton,global_warming,0.0
UK,Huntington,global_warming,0.0
UK,Balsham,global_warming,0.0
UK,Buckhurst Hill,global_warming,0.0
UK,Maghera,global_warming,0.0
UK,Liphook,global_warming,0.0
UK,Shavington,global_warming,0.0
UK,Marton-in-Cleveland,global_warming,0.0
UK,Shoreham-by-Sea,global_warming,0.0
UK,Allesley,global_warming,0.0
UK,Englefield Green,global_warming,0.0
UK,Street,global_warming,0.0
UK,Barry,global_warming,0.0
UK,Senghenydd,global_warming,0.0
UK,Cheshunt,global_warming,0.0
UK,Bedlinog,global_warming,0.0
UK,Hambleton,global_warming,46.0
UK,Gorseinon,global_warming,0.0
UK,Downham Market,global_warming,0.0
UK,Halesworth,global_warming,0.0
UK,Whitefield,global_warming,0.0
UK,Cuckfield,global_warming,0.0
UK,Huntingdon,global_warming,0.0
UK,Bramley,global_warming,0.0
UK,Impington,global_warming,0.0
UK,Carbis Bay,global_warming,0.0
UK,Ickenham,global_warming,0.0
UK,Wingrave,global_warming,0.0
UK,Ludlow,global_warming,0.0
UK,Holywell,global_warming,0.0
UK,Surbiton,global_warming,0.0
UK,Acrefair,global_warming,0.0
UK,Bottesford,global_warming,0.0
UK,Meldreth,global_warming,0.0
UK,Clydach,global_warming,0.0
UK,Chagford,global_warming,0.0
UK,Biddenham,global_warming,0.0
UK,Kingston upon Thames,global_warming,0.0
UK,Aberkenfig,global_warming,0.0
UK,Cowbridge,global_warming,0.0
UK,Banbury,global_warming,0.0
UK,Leighton Buzzard,global_warming,0.0
UK,Denmead,global_warming,0.0
UK,Neath,global_warming,0.0
UK,Portchester,global_warming,0.0
UK,Killay,global_warming,0.0
UK,Ivybridge,global_warming,0.0
UK,Tadcaster,global_warming,0.0
UK,Halstead,global_warming,0.0
UK,Southall,global_warming,0.0
