date,mean,smoothed_mean
2014-11-18,6.605443,6.749437
2014-11-24,6.451944,6.734134
2014-12-01,6.542267,6.70152
2014-12-08,6.81444,6.666955
2014-12-16,7.006271,6.636871
2014-12-23,6.804109,6.62136
2014-12-29,6.545499,6.626052
2015-01-05,6.484086,6.621799
2015-01-12,6.477784,6.59061
2015-01-20,6.465842,6.532965
2015-01-27,6.494174,6.497764
2015-02-03,6.503984,6.489643
2015-02-09,6.53374,6.474582
2015-02-16,6.487463,6.438773
2015-02-23,6.487303,6.403168
2015-03-03,6.472411,6.36456
2015-03-10,6.348537,6.324876
2015-03-17,6.155505,6.281078
2015-03-23,6.145394,6.239942
2015-03-30,6.146705,6.199442
2015-04-07,6.146822,6.160557
2015-04-14,6.139565,6.118333
2015-04-21,6.117237,6.088495
2015-04-27,6.122805,6.069077
2015-05-04,6.122446,6.063871
2015-05-11,5.96852,6.058781
2015-05-19,5.886958,6.071956
2015-05-26,5.970637,6.099584
2015-06-02,6.099848,6.130696
2015-06-08,6.101013,6.175942
2015-06-15,6.25814,6.248909
2015-06-22,6.365888,6.34215
2015-06-30,6.402815,6.43928
2015-07-07,6.529655,6.527286
2015-07-13,6.625226,6.62464
2015-07-20,6.726127,6.713558
2015-07-27,6.844804,6.81826
2015-08-04,6.891906,6.942109
2015-08-11,6.977196,7.058658
2015-08-18,7.058409,7.175053
2015-08-24,7.308206,7.275294
2015-08-31,7.517455,7.369887
2015-09-07,7.578593,7.467463
2015-09-15,7.672779,7.569333
2015-09-22,7.628299,7.685629
2015-09-29,7.696143,7.773609
2015-10-05,7.770084,7.823356
2015-10-12,7.894033,7.842487
2015-10-19,8.105068,7.831812
2015-10-27,8.100027,7.82517
2015-11-03,7.965181,7.830384
2015-11-09,7.750771,7.814295
2015-11-16,7.576705,7.775564
2015-11-23,7.568519,7.702268
2015-12-01,7.74307,7.595911
2015-12-08,7.625279,7.49361
2015-12-15,7.545454,7.429039
2015-12-21,7.445403,7.411366
2015-12-28,7.142817,7.390282
2016-01-04,7.044477,7.346273
2016-01-11,7.16963,7.310416
2016-01-18,7.417641,7.275913
2016-01-25,7.378768,7.241298
2016-02-01,7.346988,7.241245
2016-02-08,7.302567,7.240101
2016-02-15,7.234929,7.214097
2016-02-22,7.133863,7.156664
2016-02-29,7.14234,7.096355
2016-03-07,7.034178,7.024441
2016-03-14,6.935603,6.935558
2016-03-21,6.900737,6.861594
2016-03-28,6.835993,6.794982
2016-04-04,6.699757,6.716694
2016-04-11,6.50262,6.646755
2016-04-18,6.569257,6.586561
2016-04-25,6.534353,6.531851
2016-05-02,6.43775,6.483051
2016-05-09,6.404729,6.465307
2016-05-16,6.393857,6.478539
2016-05-23,6.408344,6.489862
2016-05-30,6.396787,6.516076
2016-06-06,6.540069,6.552178
2016-06-13,6.621706,6.588182
2016-06-20,6.671161,6.623752
2016-06-27,6.770282,6.655472
2016-07-04,6.762662,6.689439
2016-07-11,6.728767,6.711985
2016-07-18,6.713986,6.734431
2016-07-25,6.693824,6.762638
2016-08-01,6.702492,6.812496
2016-08-08,6.742988,6.888224
2016-08-15,6.823715,6.974505
2016-08-22,6.925025,7.066962
2016-08-29,7.219009,7.162643
2016-09-05,7.444206,7.249862
2016-09-12,7.505299,7.346779
2016-09-19,7.546102,7.453918
2016-09-26,7.554952,7.558658
2016-10-03,7.487459,7.633991
2016-10-10,7.615247,7.679497
2016-10-17,7.787962,7.733421
2016-10-24,7.86769,7.792222
2016-10-31,7.897,7.831614
2016-11-07,7.853764,7.85935
2016-11-14,7.990608,7.864781
2016-11-21,8.07531,7.827215
2016-11-28,7.909488,7.776992
2016-12-05,7.737077,7.761991
2016-12-12,7.664127,7.670733
2016-12-19,7.449866,7.557514
2016-12-26,7.415686,7.440909
2017-01-03,7.123698,7.21309
2017-01-09,7.084859,7.093842
2017-01-16,7.142473,6.992092
2017-01-24,7.022656,6.903811
2017-01-31,6.801356,6.880675
2017-02-07,6.710145,6.837442
2017-02-13,6.635864,6.797188
2017-02-20,6.709435,6.748775
2017-02-27,6.69559,6.727815
2017-03-07,6.734597,6.722981
2017-03-14,6.722577,6.72238
2017-03-21,6.706756,6.719305
2017-03-27,6.834015,6.705898
2017-04-03,6.757851,6.680996
2017-04-10,6.704735,6.647378
2017-04-18,6.608187,6.598232
2017-04-25,6.588779,6.550993
2017-05-01,6.471468,6.492106
2017-05-08,6.432034,6.448008
2017-05-15,6.280261,6.413739
2017-05-23,6.281605,6.407196
2017-05-30,6.304035,6.40825
2017-06-06,6.360968,6.430674
2017-06-12,6.396313,6.449035
2017-06-19,6.549301,6.494967
2017-06-26,6.598265,6.558288
2017-07-04,6.673284,6.640896
2017-07-11,6.597283,6.735278
2017-07-18,6.693646,6.83835
2017-07-24,6.851495,6.925703
2017-07-31,7.047505,7.014935
2017-08-07,7.210409,7.110931
2017-08-15,7.323962,7.230455
2017-08-22,7.335477,7.354308
2017-08-28,7.401358,7.454256
2017-09-04,7.537243,7.532404
2017-09-11,7.673004,7.60502
2017-09-19,7.80832,7.675047
2017-09-26,7.751023,7.752515
2017-10-03,7.750838,7.827465
2017-10-09,7.863953,7.88426
2017-10-16,7.954209,7.926679
2017-10-23,8.032685,7.955949
2017-10-31,8.075915,7.98746
2017-11-07,8.048392,8.018962
2017-11-14,8.054779,8.038196
2017-11-20,8.071744,8.027335
2017-11-27,8.034627,7.9769
2017-12-05,8.034352,7.905629
2017-12-12,8.037062,7.825563
2017-12-19,7.856459,7.74373
2017-12-25,7.578774,7.663463
2018-01-01,7.434471,7.591791
2018-01-08,7.327797,7.504506
2018-01-16,7.31828,7.399196
2018-01-23,7.349342,7.291457
2018-01-30,7.389577,7.201494
2018-02-05,7.248796,7.136732
2018-02-12,7.089271,7.092778
2018-02-19,6.886807,7.045895
2018-02-27,6.769108,6.985511
2018-03-06,6.851612,6.916326
2018-03-12,6.932214,6.859821
2018-03-19,6.896325,6.809018
2018-03-26,6.805886,6.780295
2018-04-03,6.766913,6.756344
2018-04-10,6.740257,6.718426
2018-04-17,6.632043,6.689421
2018-04-23,6.628298,6.659727
2018-04-30,6.553545,6.646682
2018-05-07,6.510349,6.645024
2018-05-15,6.671173,6.656883
2018-05-22,6.62908,6.659111
2018-05-29,6.688478,6.663078
2018-06-04,6.751991,6.691681
2018-06-11,6.846987,6.742227
2018-06-19,6.652098,6.782897
2018-06-26,6.664,6.840666
2018-07-03,6.810971,6.892907
2018-07-09,6.965267,6.948095
2018-07-16,7.037198,7.003344
2018-07-23,7.149006,7.087974
2018-07-31,7.158642,7.191269
2018-08-07,7.248684,7.298825
2018-08-14,7.344229,7.417173
2018-08-20,7.41377,7.535124
2018-08-27,7.593651,7.665005
2018-09-03,7.778983,7.80563
2018-09-11,8.030393,7.922085
2018-09-18,8.098756,8.031581
2018-09-24,8.317937,8.14264
2018-10-01,8.424268,8.238881
2018-10-08,8.296776,8.312175
2018-10-16,8.329699,8.345625
2018-10-23,8.413298,8.356647
2018-10-30,8.45982,8.338626
2018-11-05,8.438625,8.3083
2018-11-12,8.331445,8.27733
2018-11-19,8.19796,8.237108
2018-11-27,8.155742,8.178477
2018-12-04,8.151334,8.098711
2018-12-11,8.018049,8.01518
2018-12-17,7.967698,7.963834
2018-12-24,7.885618,7.928123
2019-01-01,7.741928,7.892713
2019-01-08,7.686842,7.850408
2019-01-15,7.869337,7.810205
2019-01-21,7.876558,7.757545
2019-01-28,7.837056,7.7193
2019-02-04,7.770582,7.716471
2019-02-12,7.656226,7.700904
2019-02-19,7.49376,7.671254
2019-02-26,7.541407,7.638891
2019-03-11,7.562303,7.538616
2019-03-18,7.632138,7.4893
2019-03-26,7.617657,7.461392
2019-04-02,7.49097,7.442814
2019-04-09,7.314468,7.445214
2019-04-15,7.261698,7.442028
2019-04-22,7.270498,7.416112
2019-04-30,7.392781,7.393683
2019-05-07,7.464413,7.369559
2019-05-14,7.533625,7.370058
2019-05-20,7.398893,7.389409
2019-05-27,7.415802,7.412016
2019-06-03,7.273856,7.435377
2019-06-11,7.318955,7.460872
2019-06-18,7.435855,7.487949
2019-06-25,7.473965,7.518711
2019-07-01,7.603032,7.553482
2019-07-08,7.693861,7.627563
2019-07-15,7.777318,7.725323
2019-07-23,7.675757,7.828364
2019-07-30,7.728735,7.942323
2019-08-05,7.940588,8.04842
2019-08-12,8.198794,8.162034
2019-08-19,8.363227,8.279239
2019-08-27,8.499599,8.411151
2019-09-03,8.557902,8.523429
2019-09-10,8.716384,8.617386
2019-09-16,8.832163,8.683062
2019-09-23,8.86297,8.729124
2019-09-30,8.739235,8.757528
2019-10-08,8.786201,8.792464
2019-10-15,8.789876,8.818648
2019-10-22,8.777786,8.826885
2019-10-28,8.755239,8.81834
2019-11-04,8.872319,8.815352
2019-11-12,8.952039,8.805345
2019-11-19,8.906301,8.781225
2019-11-26,8.786063,8.731369
2019-12-02,8.712343,8.68639
2019-12-09,8.696134,8.608757
2019-12-16,8.572797,8.500794
2019-12-24,8.329081,8.387715
2019-12-31,8.350433,8.297473
2020-01-06,8.173622,8.245614
2020-01-13,7.980367,8.181254
2020-01-20,7.888595,8.084423
2020-01-27,7.973882,8.024926
2020-02-17,7.894977,7.876032
2020-02-24,7.912607,7.824651
2020-03-02,7.917497,7.773261
2020-03-09,7.829393,7.764681
2020-03-16,7.71527,7.749859
2020-03-23,7.528928,7.703679
2020-03-30,7.614154,7.672108
2020-04-06,7.704623,7.649717
2020-04-13,7.631277,7.641811
2020-04-20,7.479358,7.638609
2020-04-27,7.628475,7.656452
2020-05-04,7.715971,7.658724
2020-05-11,7.758239,7.66078
2020-05-18,7.686459,7.664394
2020-05-25,7.689508,7.699479
2020-06-01,7.634603,7.729954
2020-06-08,7.723132,7.758633
2020-06-15,7.663796,7.77946
2020-06-22,7.795129,7.820022
2020-06-29,7.90275,7.870707
2020-07-06,7.974079,7.932938
2020-07-13,7.94568,7.983852
2020-07-20,8.051522,8.052364
2020-07-27,8.145671,8.117601
2020-08-03,8.194686,8.192798
2020-08-10,8.181351,8.279968
2020-08-17,8.280403,8.383272
2020-08-24,8.382267,8.475583
2020-08-31,8.579519,8.563628
2020-09-07,8.758615,8.663035
2020-09-14,8.875411,8.772945
2020-09-21,8.882327,8.889224
2020-09-28,8.938071,9.001782
2020-10-05,9.08935,9.097095
2020-10-12,9.17054,9.157119
2020-10-19,9.32692,9.1831
2020-10-26,9.395289,9.188148
2020-11-02,9.437332,9.176552
2020-11-09,9.298831,9.14893
2020-11-16,9.109243,9.103018
2020-11-23,8.927758,9.029143
2020-11-30,8.833709,8.957079
2020-12-07,8.840745,8.897048
2020-12-14,8.757335,8.830859
2020-12-21,8.662043,8.782551
2020-12-28,8.746718,8.753252
2021-01-04,8.769324,8.722229
2021-01-12,8.722776,8.672863
2021-01-19,8.693364,8.615803
2021-01-26,8.74919,8.536322
2021-02-01,8.677082,8.461774
2021-02-08,8.362404,8.370985
2021-02-16,8.205568,8.288044
2021-02-23,8.11087,8.212135
2021-03-02,7.865389,8.145965
2021-03-08,7.952218,8.090973
2021-03-15,7.976311,8.081298
2021-03-22,8.010184,8.088338
2021-03-30,8.153662,8.090979
2021-04-06,8.182154,8.109585
2021-04-13,8.275326,8.115552
2021-04-19,8.268924,8.115683
2021-04-26,8.134644,8.118515
2021-05-03,8.032839,8.085339
2021-05-11,8.005928,8.044631
2021-05-18,7.977486,8.007966
2021-05-24,8.035671,7.995509
2021-05-31,7.855078,8.004506
2021-06-07,7.815779,8.031796
2021-06-15,7.945342,8.074581
2021-06-22,8.156812,8.130393
2021-06-29,8.215622,8.194142
2021-07-05,8.278442,8.294637
2021-07-12,8.390995,8.416574
2021-07-19,8.479795,8.531428
2021-07-27,8.609409,8.599877
2021-08-03,8.759541,8.6674
2021-08-10,8.913213,8.752116
2021-08-16,8.979021,8.846368
2021-08-23,8.772857,8.952042
2021-08-31,8.823324,9.048211
2021-09-07,9.040891,9.134983
2021-09-14,9.239263,9.207887
2021-09-20,9.430855,9.28767
2021-09-27,9.474933,9.393474
2021-10-04,9.540493,9.486029
2021-10-12,9.569349,9.54392
2021-10-19,9.697064,9.558511
2021-10-26,9.725095,9.553562
2021-11-01,9.656322,9.566037
2021-11-08,9.561908,9.567116
2021-11-15,9.370582,9.532625
2021-11-23,9.386313,9.461804
2021-11-30,9.587206,9.378462
2021-12-06,9.550207,9.317683
2021-12-13,9.25893,9.27297
2021-12-20,9.059677,9.240088
2021-12-28,8.975018,9.196406
2022-01-04,9.109307,9.130294
2022-01-11,9.159488,9.060359
2022-01-17,9.074645,9.003012
2022-01-24,8.993171,8.942827
2022-01-31,8.992201,8.873474
2022-02-08,8.920789,8.775398
2022-02-15,8.74281,8.677874
2022-02-22,8.518011,8.591799
2022-02-28,8.350841,8.517391
2022-03-07,8.226623,8.46051
2022-03-15,8.281772,8.404576
2022-03-22,8.299976,8.355968
2022-03-29,8.3235,8.335786
2022-04-04,8.480264,8.331453
2022-04-11,8.41739,8.332931
2022-04-18,8.30534,8.316327
2022-04-26,8.33637,8.289021
2022-05-03,8.311845,8.263382
2022-05-10,8.239922,8.22971
2022-05-16,8.132336,8.207425
2022-05-23,8.054222,8.218942
2022-05-30,8.092753,8.236073
2022-06-07,8.177209,8.265422
2022-06-14,8.216828,8.323903
2022-06-21,8.408993,8.388557
2022-06-27,8.490549,8.461565
2022-07-04,8.575989,8.534906
2022-07-12,8.766246,8.60115
2022-07-19,8.714226,8.678291
2022-07-26,8.711288,8.763611
2022-08-01,8.75283,8.857439
2022-08-08,8.773405,8.946552
2022-08-15,8.911092,9.030417
2022-08-23,9.176871,9.128939
2022-08-30,9.335002,9.231206
2022-09-06,9.378009,9.348034
2022-09-12,9.521031,9.474704
2022-09-19,9.600927,9.578467
2022-09-26,9.631685,9.65263
2022-10-04,9.804281,9.705705
2022-10-11,9.913437,9.74378
2022-10-17,9.844961,9.751173
2022-10-24,9.844339,9.732214
2022-10-31,9.812675,9.704816
2022-11-08,9.720681,9.66091
2022-11-15,9.587569,9.626949
2022-11-22,9.430301,9.620973
2022-11-28,9.3851,9.616887
2022-12-05,9.40913,9.58003
2022-12-12,9.607781,9.545065
2022-12-20,9.791177,9.535684
2022-12-27,9.807569,9.529617
2023-01-03,9.480966,9.520155
2023-01-09,9.405993,9.490105
2023-01-16,9.503143,9.421677
2023-01-24,9.375693,9.319187
2023-01-31,9.299943,9.215191
2023-02-07,9.138679,9.149724
2023-02-13,8.991929,9.087888
2023-02-20,8.868769,9.003482
2023-02-27,8.871605,8.904094
2023-03-07,8.891766,8.81242
2023-03-14,8.849462,8.746269
2023-03-21,8.743493,8.692493
2023-03-27,8.481204,8.649048
2023-04-03,8.474873,8.623338
2023-04-10,8.543319,8.59719
2023-04-18,8.507949,8.574251
2023-04-25,8.477761,8.579942
2023-05-01,8.64022,8.631216
2023-05-08,8.65643,8.683025
2023-05-15,8.643007,8.720936
2023-05-23,8.794713,8.762397
2023-05-30,8.942672,8.815042
2023-06-06,8.94115,8.866837
2023-06-12,8.884518,8.925761
2023-06-19,8.881103,8.991478
2023-06-26,8.951568,9.054135
2023-07-04,9.106374,9.10906
2023-07-11,9.18674,9.205612
2023-07-18,9.234468,9.316555
2023-07-24,9.358622,9.424058
2023-07-31,9.436998,9.530129
2023-08-07,9.810119,9.625225
2023-08-15,9.883006,9.718618
2023-08-22,9.848626,9.821394
2023-08-28,9.90621,9.935896
2023-09-04,9.962233,10.068403
2023-09-11,10.02728,10.179147
2023-09-19,10.159452,10.300395
2023-09-26,10.38914,10.402
2023-10-03,10.629563,10.471672
2023-10-09,10.806815,10.514241
2023-10-16,10.974233,10.538865
2023-10-23,10.763077,10.540138
2023-10-31,10.533255,10.503733
2023-11-07,10.345355,10.43713
2023-11-14,10.248897,10.353043
2023-11-20,10.17091,10.246123
2023-11-27,10.061493,10.157592
2023-12-05,10.030137,10.095962
2023-12-12,10.050028,10.046798
2023-12-19,10.011957,10.00221
2023-12-25,9.966293,9.984493
2024-01-01,9.978585,9.962838
2024-01-08,9.902878,9.914458
2024-01-15,9.847609,9.87364
2024-01-22,10.011455,9.852787
2024-01-29,9.866594,9.839197
2024-02-05,9.594722,9.817373
2024-02-12,9.682664,9.802847
2024-02-19,9.82428,9.797213
2024-02-26,9.843982,9.762522
2024-03-04,9.782171,9.719484
2024-03-11,9.772142,9.690296
2024-03-18,9.796909,9.652085
2024-03-25,9.699234,9.596616
2024-04-01,9.479254,9.545323
2024-04-08,9.332024,9.502983
2024-04-15,9.338771,9.458997
2024-04-22,9.32506,9.405849
2024-04-29,9.382344,9.36525
2024-05-06,9.401107,9.345048
2024-05-13,9.376272,9.359648
2024-05-20,9.318576,9.363654
2024-05-27,9.33384,9.372526
2024-06-03,9.297443,9.373843
2024-06-10,9.463421,9.39387
2024-06-17,9.374825,9.391143
2024-06-24,9.404906,9.392704
2024-07-01,9.394198,9.385875
2024-07-08,9.581344,9.38562
2024-07-15,9.351734,9.386903
2024-07-22,9.332621,9.420454
2024-07-29,9.272387,9.475203
2024-08-05,9.295147,9.537422
2024-08-12,9.474967,9.583949
2024-08-19,9.676779,9.649709
2024-08-26,9.897648,9.718249
2024-09-02,9.954176,9.814105
2024-09-09,10.000079,9.94401
2024-09-16,9.943578,10.07466
2024-09-23,9.949476,10.192399
2024-09-30,10.135099,10.2704
2024-10-07,10.464288,10.3313
2024-10-14,10.650815,10.398105
2024-10-21,10.73643,10.474081
2024-10-28,10.599662,10.538486
2024-11-04,10.502277,10.572415
2024-11-11,10.60132,10.570271
2024-11-18,10.62736,10.573363
2024-11-25,10.52912,10.570363
2024-12-02,10.440462,10.547786
2024-12-09,10.444998,10.553475
2024-12-16,10.678637,10.503926
2024-12-23,10.709428,10.427882
2024-12-30,10.396477,10.337625
2025-01-07,10.20493,10.137586
2025-01-13,10.019005,10.010824
2025-01-20,9.807061,9.901357
2025-01-27,9.628024,9.841723
2025-02-04,9.657126,9.83074
2025-02-11,9.664539,9.761623
2025-02-17,9.833695,9.71039
2025-02-24,9.919407,9.673552
2025-03-03,9.742876,9.661347
2025-03-11,9.582871,9.627103
2025-03-18,9.55791,9.583141
2025-03-25,9.475523,9.489028
2025-03-31,9.518179,9.381918
2025-04-07,9.34893,9.309183
2025-04-14,9.268876,9.259311
2025-04-22,8.986678,9.214268
2025-04-29,8.955417,9.188155
2025-05-06,9.088259,9.163751
2025-05-12,9.134028,9.154778
2025-05-19,9.152522,9.146255
2025-05-27,9.240501,9.142829
2025-06-03,9.298548,9.162078
2025-06-10,9.268172,9.156532
2025-06-16,9.192169,9.172259
2025-06-23,8.955842,9.182726
2025-06-30,9.12866,9.199781
2025-07-08,9.038344,9.249888
2025-07-15,9.27557,9.247602
2025-07-22,9.24673,9.255521
2025-07-28,9.394,9.305468
2025-08-04,9.749503,9.340829
